,rok,posel,okreg,klub,lista,partia
5697,1993,Stanisław Kowolik,Gliwice,Koło Parlamentarne Bezpartyjnego Bloku Wspierania Reform,Bezpartyjny Blok Wspierania Reform BBWR,
5698,1993,Janusz Koza,Kielce,Federacyjny Klub Parlamentarny na Rzecz Akcji Wyborczej Solidarność,Konfederacja Polski Niepodległej,Konfederacja Polski Niepodległej
5699,1993,Piotr Kozłowski,Poznań,Klub Parlamentarny Polskiego Stronnictwa Ludowego,Polskie Stronnictwo Ludowe,
5700,1993,Stanisław Kracik,Kraków,Klub Parlamentarny Unii Wolności,Unia Demokratyczna,Unia Demokratyczna
5701,1993,Mieczysław Krajewski,Warszawa,Sojusz Lewicy Demokratycznej Klub Parlamentarny,Sojusz Lewicy Demokratycznej,Polska Partia Socjalistyczna
5702,1993,Janina Kraus,Gliwice,Federacyjny Klub Parlamentarny na Rzecz Akcji Wyborczej Solidarność,Konfederacja Polski Niepodległej,Polski Związek Zachodni
5703,1993,Aleksander Krawczuk,Kraków,Sojusz Lewicy Demokratycznej Klub Parlamentarny,Sojusz Lewicy Demokratycznej,
5704,1993,Henryk Kroll,Opole,Parlamentarne Koło Mniejszości Niemieckiej,Towarzystwo Społeczno-Kulturalne Mniejszości Niemieckiej (Śląsk Opolski),
5705,1993,Jan Król,Słupsk,Klub Parlamentarny Unii Wolności,Unia Demokratyczna,Unia Demokratyczna
5706,1993,Krzysztof Król,Warszawa,Koło Poselskie Konfederacji Polski Niepodległej,Konfederacja Polski Niepodległej,Konfederacja Polski Niepodległej
5707,1993,Marian Król,Poznań,Klub Parlamentarny Polskiego Stronnictwa Ludowego,Polskie Stronnictwo Ludowe,Polskie Stronnictwo Ludowe
5708,1993,Bogdan Krysiewicz,Warszawa,Sojusz Lewicy Demokratycznej Klub Parlamentarny,Sojusz Lewicy Demokratycznej,Ruch Ludzi Pracy
5709,1993,Olga Krzyżanowska,Gdańsk,Klub Parlamentarny Unii Wolności,Unia Demokratyczna,Unia Demokratyczna
5710,1993,Jan Kubik,Kraków,Klub Parlamentarny Polskiego Stronnictwa Ludowego,Polskie Stronnictwo Ludowe,Polskie Stronnictwo Ludowe
5711,1993,Zenon Kufel,Toruń,Sojusz Lewicy Demokratycznej Klub Parlamentarny,Sojusz Lewicy Demokratycznej,Socjaldemokracja Rzeczypospolitej Polskiej
5712,1993,Ryszard Kujawa,Konin,Klub Parlamentarny Polskiego Stronnictwa Ludowego,Polskie Stronnictwo Ludowe,Polskie Stronnictwo Ludowe
5713,1993,Maria Kurnatowska,Bydgoszcz,Klub Parlamentarny Polskiego Stronnictwa Ludowego,Polskie Stronnictwo Ludowe,Polskie Stronnictwo Ludowe
5714,1993,Jacek Kuroń,Warszawa,Klub Parlamentarny Unii Wolności,Unia Demokratyczna,Unia Demokratyczna
5715,1993,Jarosław Kurzawa,Wałbrzych,Klub Parlamentarny Polskiego Stronnictwa Ludowego,Polskie Stronnictwo Ludowe,Polskie Stronnictwo Ludowe
5716,1993,Roman Kurzbauer,Gliwice,Parlamentarne Koło Mniejszości Niemieckiej,Towarzystwo Społeczno-Kulturalne Niemców - DFK,Unia Pracy
5717,1993,Stanisław Kusior,Tarnów,Klub Parlamentarny Polskiego Stronnictwa Ludowego,Polskie Stronnictwo Ludowe,Polskie Stronnictwo Ludowe
5718,1993,Aleksander Kwaśniewski,Warszawa,Sojusz Lewicy Demokratycznej Klub Parlamentarny,Sojusz Lewicy Demokratycznej,Socjaldemokracja Rzeczypospolitej Polskiej
5719,1993,Barbara Labuda,Wrocław,Posłowie niezrzeszeni,Unia Demokratyczna,Unia Demokratyczna
5720,1993,Krzysztof Laga,Sosnowiec,Federacyjny Klub Parlamentarny na Rzecz Akcji Wyborczej Solidarność,Konfederacja Polski Niepodległej,Konfederacja Polski Niepodległej
5721,1993,Wojciech Lamentowicz,Gliwice,Posłowie niezrzeszeni,Unia Pracy,Unia Pracy
5722,1993,Janusz Lemański,Kraków,Sojusz Lewicy Demokratycznej Klub Parlamentarny,Sojusz Lewicy Demokratycznej,Ruch Ludzi Pracy
5723,1993,Marek Lewandowski,Częstochowa,Sojusz Lewicy Demokratycznej Klub Parlamentarny,Sojusz Lewicy Demokratycznej,Socjaldemokracja Rzeczypospolitej Polskiej
5724,1993,Ewa Lewicka-Łęgowska,Poznań,Sojusz Lewicy Demokratycznej Klub Parlamentarny,Sojusz Lewicy Demokratycznej,Socjaldemokracja Rzeczypospolitej Polskiej
5725,1993,Halina Licnerska,Gdańsk,Unia Pracy Klub Parlamentarny,Unia Pracy,Unia Pracy
5726,1993,Irena Lipowicz,Katowice,Klub Parlamentarny Unii Wolności,Unia Demokratyczna,
5727,1993,Andrzej Lipski,Warszawa,Koło Parlamentarne Polskiej Partii Socjalistycznej,Sojusz Lewicy Demokratycznej,Polska Partia Socjalistyczna
5728,1993,Jan Lityński,Wałbrzych,Klub Parlamentarny Unii Wolności,Unia Demokratyczna,Unia Demokratyczna
5729,1993,Krzysztof Luks,Elbląg,Klub Parlamentarny Unii Wolności,Unia Demokratyczna,Unia Demokratyczna
5730,1993,Józef Łochowski,Radom,Klub Parlamentarny Polskiego Stronnictwa Ludowego,Polskie Stronnictwo Ludowe,Polskie Stronnictwo Ludowe
5731,1993,Aleksander Łuczak,Ostrołęka,Klub Parlamentarny Polskiego Stronnictwa Ludowego,Polskie Stronnictwo Ludowe,Polskie Stronnictwo Ludowe
5732,1993,Krystyna Łybacka,Poznań,Sojusz Lewicy Demokratycznej Klub Parlamentarny,Sojusz Lewicy Demokratycznej,
5733,1993,Bolesław Machnio,Radom,Klub Parlamentarny Polskiego Stronnictwa Ludowego,Polskie Stronnictwo Ludowe,Polskie Stronnictwo Ludowe
5734,1993,Andrzej Machowski,Poznań,Koło Konserwatywno-Ludowe,Unia Demokratyczna,Unia Demokratyczna
5735,1993,Janusz Maćkowiak,Leszno,Klub Parlamentarny Polskiego Stronnictwa Ludowego,Polskie Stronnictwo Ludowe,Polskie Stronnictwo Ludowe
5736,1993,Tadeusz Madzia,Kielce,Klub Parlamentarny Polskiego Stronnictwa Ludowego,Polskie Stronnictwo Ludowe,
5737,1993,Wit Majewski,Ostrołęka,Sojusz Lewicy Demokratycznej Klub Parlamentarny,Sojusz Lewicy Demokratycznej,
5738,1993,Janusz Maksymiuk,Wrocław,Sojusz Lewicy Demokratycznej Klub Parlamentarny,Sojusz Lewicy Demokratycznej,
5739,1993,Andrzej Malinowski,Toruń,Klub Parlamentarny Polskiego Stronnictwa Ludowego,Polskie Stronnictwo Ludowe,Polskie Stronnictwo Ludowe
5740,1993,Janusz Malinowski,Lublin,Sojusz Lewicy Demokratycznej Klub Parlamentarny,Sojusz Lewicy Demokratycznej,
5741,1993,Stanisław Maliszewski,Białystok,Sojusz Lewicy Demokratycznej Klub Parlamentarny,Sojusz Lewicy Demokratycznej,Socjaldemokracja Rzeczypospolitej Polskiej
5742,1993,Aleksandra Małachowska,Warszawa,Klub Parlamentarny Polskiego Stronnictwa Ludowego,Polskie Stronnictwo Ludowe,Polskie Stronnictwo Ludowe
5743,1993,Aleksander Małachowski,Białystok,Unia Pracy Klub Parlamentarny,Unia Pracy,Unia Pracy
5744,1993,Mirosław Małachowski,Łódź,Unia Pracy Klub Parlamentarny,Unia Pracy,Unia Pracy
5745,1993,Maciej Manicki,Szczecin,Sojusz Lewicy Demokratycznej Klub Parlamentarny,Sojusz Lewicy Demokratycznej,
5746,1993,Grzegorz Marciniak,Piotrków Trybunalski,Unia Pracy Klub Parlamentarny,Unia Pracy,Unia Pracy
5747,1993,Piotr Marciniak,Łódź,Unia Pracy Klub Parlamentarny,Unia Pracy,Unia Pracy
5748,1993,Marian Marczewski,Konin,Sojusz Lewicy Demokratycznej Klub Parlamentarny,Sojusz Lewicy Demokratycznej,Socjaldemokracja Rzeczypospolitej Polskiej
5749,1993,Sławomir Marczewski,Kielce,Sojusz Lewicy Demokratycznej Klub Parlamentarny,Sojusz Lewicy Demokratycznej,Socjaldemokracja Rzeczypospolitej Polskiej
5750,1993,Wacław Martyniuk,Gliwice,Sojusz Lewicy Demokratycznej Klub Parlamentarny,Sojusz Lewicy Demokratycznej,
5751,1993,Stanisław Masternak,Tarnobrzeg,Klub Parlamentarny Polskiego Stronnictwa Ludowego,Polskie Stronnictwo Ludowe,Polskie Stronnictwo Ludowe
5752,1993,Tadeusz Matyjek,Olsztyn,Sojusz Lewicy Demokratycznej Klub Parlamentarny,Sojusz Lewicy Demokratycznej,
5753,1993,Tadeusz Mazowiecki,Poznań,Klub Parlamentarny Unii Wolności,Unia Demokratyczna,Unia Demokratyczna
5754,1993,Marek Mazurkiewicz,Wrocław,Sojusz Lewicy Demokratycznej Klub Parlamentarny,Sojusz Lewicy Demokratycznej,Socjaldemokracja Rzeczypospolitej Polskiej
5755,1993,Jan Mączewski,Ciechanów,Klub Parlamentarny Polskiego Stronnictwa Ludowego,Polskie Stronnictwo Ludowe,Polskie Stronnictwo Ludowe
5756,1993,Zbigniew Mączka,Rzeszów,Klub Parlamentarny Unii Wolności,Unia Demokratyczna,Unia Wolności
5757,1993,Władysław Medwid,Opole,Klub Parlamentarny Polskiego Stronnictwa Ludowego,Polskie Stronnictwo Ludowe,Polskie Stronnictwo Ludowe
5758,1993,Andrzej Micewski,Warszawa,Posłowie niezrzeszeni,Polskie Stronnictwo Ludowe,
5759,1993,Józef Michalik,Przemyśl,Klub Parlamentarny Polskiego Stronnictwa Ludowego,Polskie Stronnictwo Ludowe,Polskie Stronnictwo Ludowe
5760,1993,Marian Michalski,Jelenia Góra,Klub Parlamentarny Polskiego Stronnictwa Ludowego,Polskie Stronnictwo Ludowe,Polskie Stronnictwo Ludowe
5761,1993,Waldemar Michna,Gliwice,Klub Parlamentarny Polskiego Stronnictwa Ludowego,Polskie Stronnictwo Ludowe,Polskie Stronnictwo Ludowe
5762,1993,Zbigniew Mierzwa,Przemyśl,Klub Parlamentarny Polskiego Stronnictwa Ludowego,Polskie Stronnictwo Ludowe,Polskie Stronnictwo Ludowe
5763,1993,Zdobysław Milewski,Nowy Sącz,Koło Konserwatywno-Ludowe,Unia Demokratyczna,Unia Demokratyczna
5764,1993,Leszek Miller,Łódź,Sojusz Lewicy Demokratycznej Klub Parlamentarny,Sojusz Lewicy Demokratycznej,Socjaldemokracja Rzeczypospolitej Polskiej
5765,1993,Kazimierz Milner,Sosnowiec,Sojusz Lewicy Demokratycznej Klub Parlamentarny,Sojusz Lewicy Demokratycznej,Ruch Ludzi Pracy
5766,1993,Józef Mioduszewski,Łomża,Klub Parlamentarny Polskiego Stronnictwa Ludowego,Polskie Stronnictwo Ludowe,Polskie Stronnictwo Ludowe
5767,1993,Cezary Miżejewski,Warszawa,Koło Parlamentarne Polskiej Partii Socjalistycznej,Sojusz Lewicy Demokratycznej,Polska Partia Socjalistyczna
5768,1993,Leszek Moczulski,Kraków,Koło Poselskie Konfederacji Polski Niepodległej,Konfederacja Polski Niepodległej,Konfederacja Polski Niepodległej
5769,1993,Kazimierz Modzelewski,Bielsko-Biała,Sojusz Lewicy Demokratycznej Klub Parlamentarny,Sojusz Lewicy Demokratycznej,Stronnictwo Demokratyczne
5770,1993,Tadeusz Moszyński,Kielce,Unia Pracy Klub Parlamentarny,Unia Pracy,Unia Pracy
5771,1993,Alicja Murynowicz,Łódź,Sojusz Lewicy Demokratycznej Klub Parlamentarny,Sojusz Lewicy Demokratycznej,
5772,1993,Kazimierz Musielak,Leszno,Sojusz Lewicy Demokratycznej Klub Parlamentarny,Sojusz Lewicy Demokratycznej,
5773,1993,Tomasz Nałęcz,Warszawa,Unia Pracy Klub Parlamentarny,Unia Pracy,Unia Pracy
5774,1993,Konrad Napierała,Poznań,Unia Pracy Klub Parlamentarny,Unia Pracy,Unia Pracy
5775,1993,Janusz Niemcewicz,Katowice,Klub Parlamentarny Unii Wolności,Unia Demokratyczna,Unia Demokratyczna
5776,1993,Włodzimierz Nieporęt,Warszawa,Sojusz Lewicy Demokratycznej Klub Parlamentarny,Sojusz Lewicy Demokratycznej,Socjaldemokracja Rzeczypospolitej Polskiej
5777,1993,Irena Nowacka,Sieradz,Sojusz Lewicy Demokratycznej Klub Parlamentarny,Sojusz Lewicy Demokratycznej,Socjaldemokracja Rzeczypospolitej Polskiej
5778,1993,Wojciech Nowaczyk,Piła,Sojusz Lewicy Demokratycznej Klub Parlamentarny,Sojusz Lewicy Demokratycznej,
5779,1993,Kazimierz Nowak,Włocławek,Sojusz Lewicy Demokratycznej Klub Parlamentarny,Sojusz Lewicy Demokratycznej,Socjaldemokracja Rzeczypospolitej Polskiej
5780,1993,Ryszard Nowak,Jelenia Góra,Unia Pracy Klub Parlamentarny,Unia Pracy,Unia Pracy
5781,1993,Maria Nowakowska,Szczecin,Unia Pracy Klub Parlamentarny,Unia Pracy,Unia Pracy
5782,1993,Sławomir Nowakowski,Warszawa,Nowa Demokracja - Koło Poselskie,Unia Pracy,
5783,1993,Józef Nowicki,Konin,Sojusz Lewicy Demokratycznej Klub Parlamentarny,Sojusz Lewicy Demokratycznej,Socjaldemokracja Rzeczypospolitej Polskiej
5784,1993,Roman Nowicki,Ostrołęka,Sojusz Lewicy Demokratycznej Klub Parlamentarny,Sojusz Lewicy Demokratycznej,
5785,1993,Piotr Nowina-Konopka,Radom,Klub Parlamentarny Unii Wolności,Unia Demokratyczna,Unia Demokratyczna
5786,1993,Kazimierz Nycz,Przemyśl,Sojusz Lewicy Demokratycznej Klub Parlamentarny,Sojusz Lewicy Demokratycznej,
5787,1993,Jan Okoński,Kraków,Klub Parlamentarny Unii Wolności,Unia Demokratyczna,Unia Demokratyczna
5788,1993,Józef Oleksy,Siedlce,Sojusz Lewicy Demokratycznej Klub Parlamentarny,Sojusz Lewicy Demokratycznej,Socjaldemokracja Rzeczypospolitej Polskiej
5789,1993,Marek Olewiński,Włocławek,Sojusz Lewicy Demokratycznej Klub Parlamentarny,Sojusz Lewicy Demokratycznej,
5790,1993,Maria Olszewska,Krosno,Klub Parlamentarny Polskiego Stronnictwa Ludowego,Polskie Stronnictwo Ludowe,Polskie Stronnictwo Ludowe
5791,1993,Andrzej Olszewski,Skierniewice,Sojusz Lewicy Demokratycznej Klub Parlamentarny,Sojusz Lewicy Demokratycznej,Socjaldemokracja Rzeczypospolitej Polskiej
5792,1993,Ryszard Olszewski,Gdańsk,Koło Parlamentarne Bezpartyjnego Bloku Wspierania Reform,Bezpartyjny Blok Wspierania Reform BBWR,
5793,1993,Jan Olszowski,Warszawa,Klub Parlamentarny Unii Wolności,Unia Demokratyczna,Unia Demokratyczna
5794,1993,Janusz Onyszkiewicz,Przemyśl,Klub Parlamentarny Unii Wolności,Unia Demokratyczna,
5795,1993,Wiesław Opęchowski,Ostrołęka,Klub Parlamentarny Polskiego Stronnictwa Ludowego,Polskie Stronnictwo Ludowe,Polskie Stronnictwo Ludowe
5796,1993,Jerzy Osiatyński,Krosno,Klub Parlamentarny Unii Wolności,Unia Demokratyczna,Unia Demokratyczna
5797,1993,Andrzej Ostoja-Owsiany,Łódź,Posłowie niezrzeszeni,Konfederacja Polski Niepodległej,Konfederacja Polski Niepodległej
5798,1993,Małgorzata Ostrowska,Elbląg,Sojusz Lewicy Demokratycznej Klub Parlamentarny,Sojusz Lewicy Demokratycznej,Socjaldemokracja Rzeczypospolitej Polskiej
5799,1993,Krystyna Ozga,Skierniewice,Klub Parlamentarny Polskiego Stronnictwa Ludowego,Polskie Stronnictwo Ludowe,Polskie Stronnictwo Ludowe
5800,1993,Urszula Pająk,Kielce,Sojusz Lewicy Demokratycznej Klub Parlamentarny,Sojusz Lewicy Demokratycznej,Socjaldemokracja Rzeczypospolitej Polskiej
5801,1993,Jerzy Panek,Częstochowa,Sojusz Lewicy Demokratycznej Klub Parlamentarny,Sojusz Lewicy Demokratycznej,
5802,1993,Henryk Paniec,Kielce,Sojusz Lewicy Demokratycznej Klub Parlamentarny,Sojusz Lewicy Demokratycznej,
5803,1993,Piotr Pankanin,Bydgoszcz,Unia Pracy Klub Parlamentarny,Unia Pracy,Unia Pracy
5804,1993,Kazimierz Pańtak,Zielona Góra,Sojusz Lewicy Demokratycznej Klub Parlamentarny,Unia Pracy,Unia Pracy
5805,1993,Stanisław Pasoń,Nowy Sącz,Klub Parlamentarny Polskiego Stronnictwa Ludowego,Polskie Stronnictwo Ludowe,Polskie Stronnictwo Ludowe
5806,1993,Jerzy Passendorfer,Warszawa,Sojusz Lewicy Demokratycznej Klub Parlamentarny,Sojusz Lewicy Demokratycznej,
5807,1993,Longin Pastusiak,Gdańsk,Sojusz Lewicy Demokratycznej Klub Parlamentarny,Sojusz Lewicy Demokratycznej,
5808,1993,Stanisław Paszczyk,Warszawa,Sojusz Lewicy Demokratycznej Klub Parlamentarny,Sojusz Lewicy Demokratycznej,
5809,1993,Mirosław Pawlak,Kielce,Klub Parlamentarny Polskiego Stronnictwa Ludowego,Polskie Stronnictwo Ludowe,Polskie Stronnictwo Ludowe
5810,1993,Stanisław Pawlak,Włocławek,Sojusz Lewicy Demokratycznej Klub Parlamentarny,Sojusz Lewicy Demokratycznej,Socjaldemokracja Rzeczypospolitej Polskiej
5811,1993,Waldemar Pawlak,Płock,Klub Parlamentarny Polskiego Stronnictwa Ludowego,Polskie Stronnictwo Ludowe,Polskie Stronnictwo Ludowe
5812,1993,Jacek Pawlicki,Opole,Klub Parlamentarny Polskiego Stronnictwa Ludowego,Polskie Stronnictwo Ludowe,Polskie Stronnictwo Ludowe
5813,1993,Regina Pawłowska,Radom,Sojusz Lewicy Demokratycznej Klub Parlamentarny,Sojusz Lewicy Demokratycznej,
5814,1993,Helmut Paździor,Opole,Parlamentarne Koło Mniejszości Niemieckiej,Towarzystwo Społeczno-Kulturalne Mniejszości Niemieckiej (Śląsk Opolski),
5815,1993,Irena Petryna,Olsztyn,Klub Parlamentarny Polskiego Stronnictwa Ludowego,Polskie Stronnictwo Ludowe,Polskie Stronnictwo Ludowe
5816,1993,Bogdan Pęk,Kraków,Klub Parlamentarny Polskiego Stronnictwa Ludowego,Polskie Stronnictwo Ludowe,Polskie Stronnictwo Ludowe
5817,1993,Wiesław Piątkowski,Łódź,Klub Parlamentarny Polskiego Stronnictwa Ludowego,Polskie Stronnictwo Ludowe,Polskie Stronnictwo Ludowe
5818,1993,Janusz Piechociński,Warszawa,Klub Parlamentarny Polskiego Stronnictwa Ludowego,Polskie Stronnictwo Ludowe,Polskie Stronnictwo Ludowe
5819,1993,Jacek Piechota,Szczecin,Sojusz Lewicy Demokratycznej Klub Parlamentarny,Sojusz Lewicy Demokratycznej,Socjaldemokracja Rzeczypospolitej Polskiej
5820,1993,Mieczysław Piecka,Białystok,Sojusz Lewicy Demokratycznej Klub Parlamentarny,Sojusz Lewicy Demokratycznej,
5821,1993,Katarzyna Maria Piekarska,Warszawa,Posłowie niezrzeszeni,Unia Demokratyczna,Unia Demokratyczna
5822,1993,Elżbieta Piela-Mielczarek,Szczecin,Sojusz Lewicy Demokratycznej Klub Parlamentarny,Sojusz Lewicy Demokratycznej,Socjaldemokracja Rzeczypospolitej Polskiej
5823,1993,Jan Pieniądz,Tarnów,Klub Parlamentarny Polskiego Stronnictwa Ludowego,Polskie Stronnictwo Ludowe,Polskie Stronnictwo Ludowe
5824,1993,Lucyna Pietrzyk,Radom,Klub Parlamentarny Polskiego Stronnictwa Ludowego,Polskie Stronnictwo Ludowe,
5825,1993,Zbigniew Pietrzykowski,Bielsko-Biała,Koło Parlamentarne Bezpartyjnego Bloku Wspierania Reform,Bezpartyjny Blok Wspierania Reform BBWR,
5826,1993,Jerzy Pilarczyk,Opole,Sojusz Lewicy Demokratycznej Klub Parlamentarny,Sojusz Lewicy Demokratycznej,Socjaldemokracja Rzeczypospolitej Polskiej
5827,1993,Andrzej Piotrowski,Elbląg,Sojusz Lewicy Demokratycznej Klub Parlamentarny,Sojusz Lewicy Demokratycznej,
5828,1993,Marian Piotrowski,Warszawa,Koło Parlamentarne Bezpartyjnego Bloku Wspierania Reform,Bezpartyjny Blok Wspierania Reform BBWR,
5829,1993,Zdzisław Pisarek,Wrocław,Koło Parlamentarne Bezpartyjnego Bloku Wspierania Reform,Bezpartyjny Blok Wspierania Reform BBWR,
5830,1993,Jerzy Pistelok,Gliwice,Klub Parlamentarny Polskiego Stronnictwa Ludowego,Polskie Stronnictwo Ludowe,Polskie Stronnictwo Ludowe
5831,1993,Siergiej Plewa,Białystok,Sojusz Lewicy Demokratycznej Klub Parlamentarny,Sojusz Lewicy Demokratycznej,
5832,1993,Lesław Podkański,Zamość,Klub Parlamentarny Polskiego Stronnictwa Ludowego,Polskie Stronnictwo Ludowe,Polskie Stronnictwo Ludowe
5833,1993,Zdzisław Podkański,Lublin,Klub Parlamentarny Polskiego Stronnictwa Ludowego,Polskie Stronnictwo Ludowe,Polskie Stronnictwo Ludowe
5834,1993,Czesław Pogoda,Wałbrzych,Sojusz Lewicy Demokratycznej Klub Parlamentarny,Sojusz Lewicy Demokratycznej,Socjaldemokracja Rzeczypospolitej Polskiej
5835,1993,Marek Pol,Konin,Unia Pracy Klub Parlamentarny,Unia Pracy,Unia Pracy
5836,1993,Danuta Polak,Częstochowa,Unia Pracy Klub Parlamentarny,Unia Pracy,
5837,1993,Tadeusz Polański,Lublin,Klub Parlamentarny Polskiego Stronnictwa Ludowego,Polskie Stronnictwo Ludowe,Polskie Stronnictwo Ludowe
5838,1993,Piotr Polmański,Katowice,Koło Konserwatywno-Ludowe,Unia Demokratyczna,Unia Demokratyczna
5839,1993,Miron Pomirski,Elbląg,Klub Parlamentarny Polskiego Stronnictwa Ludowego,Polskie Stronnictwo Ludowe,Polskie Stronnictwo Ludowe
5840,1993,Krzysztof Popenda,Częstochowa,Federacyjny Klub Parlamentarny na Rzecz Akcji Wyborczej Solidarność,Konfederacja Polski Niepodległej,Konfederacja Polski Niepodległej
5841,1993,Andrzej Potocki,Gliwice,Klub Parlamentarny Unii Wolności,Unia Demokratyczna,Unia Demokratyczna
5842,1993,Franciszek Potulski,Gdańsk,Sojusz Lewicy Demokratycznej Klub Parlamentarny,Sojusz Lewicy Demokratycznej,Socjaldemokracja Rzeczypospolitej Polskiej
5843,1993,Ignacy Półćwiartek,Rzeszów,Klub Parlamentarny Polskiego Stronnictwa Ludowego,Polskie Stronnictwo Ludowe,Polskie Stronnictwo Ludowe
5844,1993,Włodzimierz Puzyna,Szczecin,Klub Parlamentarny Unii Wolności,Unia Demokratyczna,Unia Demokratyczna
5845,1993,Stanisław Rogowski,Wrocław,Unia Pracy Klub Parlamentarny,Unia Pracy,Unia Pracy
5846,1993,Marek Rojszyk,Warszawa,Sojusz Lewicy Demokratycznej Klub Parlamentarny,Sojusz Lewicy Demokratycznej,
5847,1993,Andrzej Rokicki,Płock,Sojusz Lewicy Demokratycznej Klub Parlamentarny,Sojusz Lewicy Demokratycznej,Socjaldemokracja Rzeczypospolitej Polskiej
5848,1993,Jan Rokita,Kraków,Koło Konserwatywno-Ludowe,Unia Demokratyczna,Unia Demokratyczna
5849,1993,Jan Rulewski,Bydgoszcz,Klub Parlamentarny Unii Wolności,Unia Demokratyczna,
5850,1993,Stanisław Rusznica,Rzeszów,Sojusz Lewicy Demokratycznej Klub Parlamentarny,Sojusz Lewicy Demokratycznej,
5851,1993,Adam Rychliczek,Chełm,Klub Parlamentarny Polskiego Stronnictwa Ludowego,Polskie Stronnictwo Ludowe,Polskie Stronnictwo Ludowe
5852,1993,Grzegorz Rytych,Piotrków Trybunalski,Klub Parlamentarny Polskiego Stronnictwa Ludowego,Polskie Stronnictwo Ludowe,Polskie Stronnictwo Ludowe
5853,1993,Paweł Saar,Łódź,Posłowie niezrzeszeni,Bezpartyjny Blok Wspierania Reform BBWR,
5854,1993,Tadeusz Sabat,Bielsko-Biała,Klub Parlamentarny Polskiego Stronnictwa Ludowego,Polskie Stronnictwo Ludowe,Polskie Stronnictwo Ludowe
5855,1993,Tadeusz Samborski,Legnica,Klub Parlamentarny Polskiego Stronnictwa Ludowego,Polskie Stronnictwo Ludowe,Polskie Stronnictwo Ludowe
5856,1993,Kazimierz Sas,Nowy Sącz,Sojusz Lewicy Demokratycznej Klub Parlamentarny,Sojusz Lewicy Demokratycznej,
5857,1993,Marek Sawicki,Siedlce,Klub Parlamentarny Polskiego Stronnictwa Ludowego,Polskie Stronnictwo Ludowe,Polskie Stronnictwo Ludowe
5858,1993,Ireneusz Sekuła,Sosnowiec,Sojusz Lewicy Demokratycznej Klub Parlamentarny,Sojusz Lewicy Demokratycznej,Socjaldemokracja Rzeczypospolitej Polskiej
5859,1993,Władysław Serafin,Częstochowa,Klub Parlamentarny Polskiego Stronnictwa Ludowego,Polskie Stronnictwo Ludowe,
5860,1993,Ryszard Setnik,Lublin,Klub Parlamentarny Unii Wolności,Unia Demokratyczna,Unia Demokratyczna
5861,1993,Artur Siedlarek,Olsztyn,Unia Pracy Klub Parlamentarny,Unia Pracy,Unia Pracy
5862,1993,Henryk Siedlecki,Elbląg,Posłowie niezrzeszeni,Polskie Stronnictwo Ludowe,Polskie Stronnictwo Ludowe
5863,1993,Zbigniew Siemiątkowski,Ciechanów,Sojusz Lewicy Demokratycznej Klub Parlamentarny,Sojusz Lewicy Demokratycznej,Socjaldemokracja Rzeczypospolitej Polskiej
5864,1993,Krystyna Sienkiewicz,Toruń,Unia Pracy Klub Parlamentarny,Unia Pracy,
5865,1993,Izabella Sierakowska,Lublin,Sojusz Lewicy Demokratycznej Klub Parlamentarny,Sojusz Lewicy Demokratycznej,Socjaldemokracja Rzeczypospolitej Polskiej
5866,1993,Włodzimierz Sitek,Łódź,Sojusz Lewicy Demokratycznej Klub Parlamentarny,Sojusz Lewicy Demokratycznej,Socjaldemokracja Rzeczypospolitej Polskiej
5867,1993,Marek Maciej Siwiec,Kalisz,Sojusz Lewicy Demokratycznej Klub Parlamentarny,Sojusz Lewicy Demokratycznej,
5868,1993,Szczepan Skomra,Biała Podlaska,Sojusz Lewicy Demokratycznej Klub Parlamentarny,Sojusz Lewicy Demokratycznej,
